"","x"
"MB2T0",8.21706190734441e-05
"MB2T1",0.000255232261357836
"MB2T2",4.92558265538161e-05
"MB2T3",7.6870450230227e-05
"MB2T4",5.7923045097228e-05
"MB2T5",6.82025889702773e-05
"MB2T6",2.79945410644924e-05
"MB2T7",3.93844214920788e-05
"MB3T0",0.000188439843720556
"MB3T1",0.000215230740013927
"MB3T2",5.98925926172397e-05
"MB3T3",3.8589924170799e-05
"MB3T4",1.82012328301704e-05
"MB3T5",4.32021428262842e-05
"MB3T6",3.68696604830979e-05
"MB3T7",3.91542678151919e-05
