"","x"
"MB2T0",0.0158753636049894
"MB2T1",0.0172372930795595
"MB2T2",0.0109594214082241
"MB2T3",0.00362828525086671
"MB2T4",0.00297889946214315
"MB2T5",0.00682025889702773
"MB2T6",0.00291143227070721
"MB2T7",0.0012996859092386
"MB3T0",0.0104144420296227
"MB3T1",0.0162689118186998
"MB3T2",0.0139217004172517
"MB3T3",0.00323512197631865
"MB3T4",0.00281512401106635
"MB3T5",0.00524185999625581
"MB3T6",0.00115876075804022
"MB3T7",0.000967669761718313
